"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","id","target"
"45.794977560208885","22.365826337481955","42.86097041855972","35.68180185252314","69.86758710262683","54.512025643148185","6.802793686908368","0.8300155869298038","0","0"
"21.775352975988557","65.53599384335749","58.91720762402713","52.77511735456368","30.610773516259037","40.23415883241866","40.11425005035924","38.820563546327804","1","0"
"16.968167951883913","43.51061641052714","36.64751643669962","40.72707908000061","76.32244475328396","57.15228570438192","26.944164422928182","46.83470433136516","2","1"
"34.86467903402259","50.05627986123221","15.374810712860867","58.981782960483265","61.4268337768313","45.787543071878154","41.86689791552265","25.501502026760086","3","1"
"15.713399676197609","53.74893932855604","54.99983007694978","63.6765704078116","69.61391086312577","54.47007826781173","47.27869384433931","7.442207022496902","4","1"
"65.45062981786796","29.345856295270032","60.247205290992156","22.699031925897746","33.27497106708914","64.46316624178115","16.83934701283078","31.299355376765796","5","0"
"45.95078528349161","56.60650637491882","12.709530548803006","50.08814778207149","29.315237517544322","23.70530932069936","20.095243467397687","-0.08063011722077107","6","0"
"42.793038100665164","28.06607097572366","20.60265519876434","60.79139005327377","72.24628788531399","55.723671715623155","24.277642891052267","19.441129879983002","7","1"
"24.2950936969335","22.597583201337084","47.99690591578336","50.3393308086253","30.130169402296204","73.47140280576724","22.563685163986918","45.57322298782505","8","1"
"30.363362260007616","61.663684886141844","30.141161287342445","54.86445274455263","59.20336358365857","33.59921048168957","17.19273103674393","25.22920481378899","9","1"
"15.216929266842802","49.16668831026184","61.07863698032985","62.187257012160785","77.56066793676683","50.94546380001792","4.055089461782966","-2.039288098183846","10","0"
"38.732971614229","77.71566049762187","14.939462948482536","62.53851266437351","26.768096593888224","20.074560414926886","36.92390541149354","12.80288133681509","11","0"
"36.83411957911085","65.76676954157729","46.56145514045204","26.214241070575376","41.6450223252193","63.031252780389394","42.95718376585201","11.766200281800767","12","1"
"15.392765035762713","36.01438438308178","22.256075447385278","49.038940404032516","44.911363907271685","58.042444600599964","6.711858409533942","42.85227032495866","13","1"
"47.28770828966264","32.9583855248642","37.18703955761234","60.52759271621936","41.5868609406502","22.68010479887945","8.129345140383466","18.507646500832656","14","0"
"19.075834353402858","61.900688695133404","9.819876247145485","61.73739605077793","69.57182857322931","57.312584605918836","40.36176009312426","50.273875671113025","15","0"
"54.77412781161515","55.09615169213822","9.80212213282833","50.513053235190604","62.314437216544135","44.15560611336946","8.382341137388606","49.592274049023224","16","0"
"49.85257855506912","47.246673695972504","31.833036455702743","36.611671443725356","45.73314022192112","20.149771150610746","29.393133349078184","-1.6531321137217176","17","1"
"16.85535436366535","25.829492958309558","40.12130869238371","57.69444754753542","40.90663408744014","56.5610914917948","34.832641631048816","35.00628488602625","18","0"
"43.16613830545223","38.66526268991637","34.91514799175178","28.846077717952557","67.04776011360372","20.626428873889665","49.22745145968581","3.8520095831534817","19","1"
"16.666489864541024","60.6281406840937","27.81440625991736","28.80023998959564","51.12337082621853","48.336217336126154","35.52577275274313","-3.5249613949279954","20","0"
"40.18625394455342","54.83067107420144","54.49673079367588","65.71860270493681","56.03091044544614","48.77893859898217","6.627057497330057","20.68871493807493","21","1"
"25.42560718419633","50.27543241981126","34.84395362981843","66.8191102302147","54.93218045976812","76.30045652052024","13.095071578579413","37.69807138898335","22","1"
"31.847146804843113","41.83696874848157","37.57264273263661","34.02649376356345","40.35456583661058","47.84779811405022","8.103968466065707","33.674573921000714","23","1"
"19.138559254628362","66.59488454481341","50.014505857412246","13.86059222955483","34.6303541414794","24.968701712424007","28.978578442038057","8.517517242988546","24","1"
"11.008839910445136","56.49929408127442","45.110824883434674","19.63589616311742","40.2978124501809","41.71168924947123","56.859600849812566","38.91417692385335","25","1"
"25.308505490728542","48.23838905109489","45.97298917647471","53.18500066631955","58.18590977546595","57.177085533765215","39.970894139252586","44.006875167043","26","1"
"19.89244798650366","68.31883469870728","28.85220116295361","32.231010843288786","41.14750698702683","35.471618709957056","50.14454467354136","17.947583780984736","27","1"
"51.04690650328295","46.345647276014326","16.978752773741007","47.62437778486642","63.763444947283","49.00311143906224","43.2799727529069","15.001227291713114","28","1"
"48.15712583781206","68.7696662382336","22.275092740810017","66.04939751539257","62.31828478948352","54.90490756400439","44.65550412100654","32.41853622179992","29","0"
"17.037456996262208","51.993326108947706","31.753290899518237","61.31596830547989","43.157180953714615","28.717361720395054","10.486310645092141","23.738819736451028","30","0"
"63.931887316709336","66.63298808927865","52.53420729667259","66.1911464918525","36.73330180126554","76.73947621604952","55.94207701741152","-2.1901348269090875","31","1"
"23.037266668978063","57.02260882622706","34.276153103712375","48.06250829213577","74.34198743305276","68.90864160818461","17.092903812829036","42.23263944811698","32","1"
"66.88488912383046","64.150863877367","34.40111148773933","25.141808611960567","79.2528387816673","35.00875768474422","30.580456284230024","27.58257825039422","33","0"
"60.415096572018875","39.75731783345672","53.73570698080776","35.87105414814455","47.37713031037802","67.02976014847457","49.7669483764915","-0.801819826607364","34","1"
"19.855432634660705","54.4058459050566","48.65412123720762","61.587672919248476","58.27110575328662","34.125855468023175","19.626564420896315","15.216059069577536","35","1"
"35.4801395379958","52.70528854421145","38.917141306352676","21.86109686927792","36.289811279820796","22.684030925916478","24.71620814118998","22.68135511029319","36","1"
"35.38922061437001","75.16524011944306","42.10502244764592","47.131354795349786","48.85342411709721","27.422507412965498","9.662483201808547","39.83149397153855","37","0"
"51.266716565131816","60.21630410953443","57.67526575292378","19.86751677131723","27.018812475056144","20.716121411311","46.38188095117672","36.35684095014838","38","1"
"16.434836486552815","71.10473973135038","19.882462629152368","37.27844295786889","52.886988876467136","38.02226373032122","28.027628780307808","7.461683144566727","39","1"
"59.373785339494155","40.254117763641155","60.80306956246555","14.57851273526437","60.09119184816118","46.84712580783552","25.611676967811846","18.588867216725184","40","1"
"11.83296683923086","78.09785256131515","26.319440634646554","45.44998329210413","51.14031083980998","52.34035132054584","34.00889114919836","0.3525688072038662","41","0"
"55.26313846450258","51.46833745773004","22.316706750369644","22.984406386457312","45.42838050267932","58.21158432261704","4.5320014148555305","19.173841872630724","42","1"
"34.998786158376106","32.519409276005085","41.6125378521528","44.81875286367788","43.481054514766825","68.94051902066546","22.876345871040442","22.588195172008632","43","1"
"23.03258132496908","25.197184116245488","25.14897206051208","42.54453325568031","75.96578473692355","51.82183669046469","37.33068504670571","3.8924359905697585","44","0"
"34.16490113973168","77.82888526498846","46.22548795152724","60.36054931873878","25.576615730202473","41.52736918232838","40.49647683336948","5.467334599581882","45","1"
"46.60084334819747","78.6557964773075","39.71691748895759","39.732308647707214","74.61499510194174","36.72527234416012","37.76346158437404","10.423560581084704","46","1"
"60.363131167913544","66.29391140157756","14.311202511045067","55.81197135925278","39.39431805456616","53.00373490000197","12.99602676094918","7.6459001059696305","47","0"
"25.78254088776888","62.94424534100421","59.564477339142044","64.59212548429707","63.406047207382805","48.110903795973854","45.853626677949315","48.343706889365755","48","1"
"30.456582088901953","72.63261299337191","34.983890957501","18.876274666299786","53.985988383327","39.632855693472905","31.609419984775442","48.751790894212","49","1"
"35.32969182488016","29.72574453896221","48.768176409241406","15.178991550285044","64.86264029930403","35.44732390909391","11.26762636624102","-2.8969362410139503","50","0"
"23.0336285424966","69.55500393169613","25.45514010780455","58.40635040206711","46.15851622666498","57.1866319280891","53.50623257353776","35.44766906233897","51","1"
"42.694275962947444","67.51884999355714","16.73750889927265","15.911441410415602","30.66090717437465","52.21684124650982","29.884632517394664","24.04220853096313","52","1"
"39.6912164235341","53.8165218270995","38.38109034400428","52.46913615894048","46.01500202443964","24.53382473181359","57.137211447704516","47.50971809250779","53","0"
"28.240805354977873","53.554056065940465","53.52505213363433","12.591356173775688","75.37037399646073","41.95063779414551","4.790623181439063","-1.437573953980234","54","1"
"58.848613236058476","46.6207355852017","26.75617137987395","37.73824710570564","68.19155129295766","22.65133383709405","16.252925966731638","18.737214871435548","55","1"
"31.003817336803937","49.83545421214449","38.99683391616274","27.964507684890904","63.22002297723107","57.14569720031018","16.169392249116953","35.91169431400891","56","0"
"15.789866252967647","28.94310604363647","14.621965375566912","27.00998641046614","52.70656706341398","53.74668359944361","31.084164358614494","34.30765394656842","57","1"
"50.23325725336551","42.76654126635062","24.553739803497415","55.723089225545735","32.27360322094174","49.561084733058095","11.854679437705402","13.075815577778695","58","0"
"64.1658159856858","34.17769382082808","38.66152829163606","14.647069316820195","28.881538181169248","47.187843503352404","40.663589807195216","13.229971546560424","59","0"
"54.07912192339651","69.87782060691389","24.533220061797163","33.54728048648761","56.367680047330026","72.3620842238763","22.982738411553825","48.03679294733448","60","1"
"30.128612350078345","36.09875071021741","7.672524200593902","24.426599194051814","78.69028533335012","35.92618670612778","29.845763303080616","8.040669867852547","61","0"
"61.59962371257958","48.21909332777508","45.713923260976856","46.214175813508184","66.05422175116982","50.69875094345243","12.590395048444334","5.6906621876723165","62","1"
"63.79387920635022","72.40341021565756","59.590096104346486","14.66240114063478","25.867780270583246","37.66044023259394","30.04304306008852","38.223063583270964","63","1"
"66.63297619025077","62.749085543672464","26.135291506640677","15.958038686013776","56.50748243825846","22.540688831357546","10.559914186613176","-6.1753568002921835","64","0"
"59.36532456488347","61.05370665103586","10.305470887683153","16.9674321563531","36.443382365120115","48.91392878055284","32.5199836151478","46.84168370297284","65","0"
"66.08060729015025","32.61257067573203","14.927376274086075","48.931394025251514","26.043632261256455","34.140821882448535","55.40063682019756","45.318550194648836","66","1"
"28.813657544764137","59.80595028728827","59.03196286745931","53.05174988028354","43.1682598695694","35.473486201301505","31.894218815796044","31.924828393223123","67","1"
"30.480371300908786","40.19984045550935","46.282104602588646","41.43829441626787","59.913975136914004","22.9771140105695","23.833624170798366","47.75908576354119","68","0"
"19.15925127725354","69.59135959941678","57.64893095106373","35.25104754114764","51.76128953801839","74.00262278561834","2.6365540487063637","39.86616114729366","69","0"
"11.320077930332134","40.93978065091142","20.532142697657044","24.893320137197446","51.06987363888155","65.49417281757172","46.25954113897043","14.273053644789748","70","1"
"16.42241778168007","68.96835861793055","35.54855206570832","61.950435229984905","50.12792558157768","44.396383758942704","50.322670561554006","30.107072082782437","71","1"
"59.82425770234704","53.89887339872627","36.446286162569166","44.038436465454616","48.67740061703497","22.751614964732703","26.173866549770565","35.53060366344821","72","1"
"21.279092635857765","68.33674925893601","21.891121208693857","27.951095984550506","41.62262341851971","26.378511580889093","1.4897512346958948","41.09309014055806","73","1"
